479,A K 6 5 2,F
480,A K 6 4 3,F
481,A K 6 4 2,F
482,A K 6 3 2,F
483,A K 5 4 3,F
484,A K 5 4 2,F
485,A K 5 3 2,F
486,A K 4 3 2,F
487,A Q J T 9,F
488,A Q J T 8,F
489,A Q J T 7,F
490,A Q J T 6,F
491,A Q J T 5,F
492,A Q J T 4,F
493,A Q J T 3,F
494,A Q J T 2,F
495,A Q J 9 8,F
496,A Q J 9 7,F
497,A Q J 9 6,F
498,A Q J 9 5,F
499,A Q J 9 4,F
500,A Q J 9 3,F
501,A Q J 9 2,F
502,A Q J 8 7,F
503,A Q J 8 6,F
504,A Q J 8 5,F
505,A Q J 8 4,F
506,A Q J 8 3,F
507,A Q J 8 2,F
508,A Q J 7 6,F
509,A Q J 7 5,F
510,A Q J 7 4,F
511,A Q J 7 3,F
512,A Q J 7 2,F
513,A Q J 6 5,F
514,A Q J 6 4,F
515,A Q J 6 3,F
516,A Q J 6 2,F
517,A Q J 5 4,F
518,A Q J 5 3,F
519,A Q J 5 2,F
520,A Q J 4 3,F
521,A Q J 4 2,F
522,A Q J 3 2,F
523,A Q T 9 8,F
524,A Q T 9 7,F
525,A Q T 9 6,F
526,A Q T 9 5,F
527,A Q T 9 4,F
528,A Q T 9 3,F
529,A Q T 9 2,F
530,A Q T 8 7,F
531,A Q T 8 6,F
532,A Q T 8 5,F
533,A Q T 8 4,F
534,A Q T 8 3,F
535,A Q T 8 2,F
536,A Q T 7 6,F
537,A Q T 7 5,F
538,A Q T 7 4,F
539,A Q T 7 3,F
540,A Q T 7 2,F
541,A Q T 6 5,F
542,A Q T 6 4,F
543,A Q T 6 3,F
544,A Q T 6 2,F
545,A Q T 5 4,F
546,A Q T 5 3,F
547,A Q T 5 2,F
548,A Q T 4 3,F
549,A Q T 4 2,F
550,A Q T 3 2,F
551,A Q 9 8 7,F
552,A Q 9 8 6,F
553,A Q 9 8 5,F
554,A Q 9 8 4,F
555,A Q 9 8 3,F
556,A Q 9 8 2,F
557,A Q 9 7 6,F
558,A Q 9 7 5,F
559,A Q 9 7 4,F
560,A Q 9 7 3,F
561,A Q 9 7 2,F
562,A Q 9 6 5,F
563,A Q 9 6 4,F
564,A Q 9 6 3,F
565,A Q 9 6 2,F
566,A Q 9 5 4,F
567,A Q 9 5 3,F
568,A Q 9 5 2,F
569,A Q 9 4 3,F
570,A Q 9 4 2,F
571,A Q 9 3 2,F
572,A Q 8 7 6,F
573,A Q 8 7 5,F
574,A Q 8 7 4,F
575,A Q 8 7 3,F
576,A Q 8 7 2,F
577,A Q 8 6 5,F
578,A Q 8 6 4,F
579,A Q 8 6 3,F
580,A Q 8 6 2,F
581,A Q 8 5 4,F
582,A Q 8 5 3,F
583,A Q 8 5 2,F
584,A Q 8 4 3,F
585,A Q 8 4 2,F
586,A Q 8 3 2,F
587,A Q 7 6 5,F
588,A Q 7 6 4,F
589,A Q 7 6 3,F
590,A Q 7 6 2,F
591,A Q 7 5 4,F
592,A Q 7 5 3,F
593,A Q 7 5 2,F
594,A Q 7 4 3,F
595,A Q 7 4 2,F
596,A Q 7 3 2,F
597,A Q 6 5 4,F
598,A Q 6 5 3,F
599,A Q 6 5 2,F
600,A Q 6 4 3,F
601,A Q 6 4 2,F
602,A Q 6 3 2,F
603,A Q 5 4 3,F
604,A Q 5 4 2,F
605,A Q 5 3 2,F
606,A Q 4 3 2,F
607,A J T 9 8,F
608,A J T 9 7,F
609,A J T 9 6,F
610,A J T 9 5,F
611,A J T 9 4,F
612,A J T 9 3,F
613,A J T 9 2,F
614,A J T 8 7,F
615,A J T 8 6,F
616,A J T 8 5,F
617,A J T 8 4,F
618,A J T 8 3,F
619,A J T 8 2,F
620,A J T 7 6,F
621,A J T 7 5,F
622,A J T 7 4,F
623,A J T 7 3,F
624,A J T 7 2,F
625,A J T 6 5,F
626,A J T 6 4,F
627,A J T 6 3,F
628,A J T 6 2,F
629,A J T 5 4,F
630,A J T 5 3,F
631,A J T 5 2,F
632,A J T 4 3,F
633,A J T 4 2,F
634,A J T 3 2,F
635,A J 9 8 7,F
636,A J 9 8 6,F
637,A J 9 8 5,F
638,A J 9 8 4,F
639,A J 9 8 3,F
640,A J 9 8 2,F
641,A J 9 7 6,F
642,A J 9 7 5,F
643,A J 9 7 4,F
644,A J 9 7 3,F
645,A J 9 7 2,F
646,A J 9 6 5,F
647,A J 9 6 4,F
648,A J 9 6 3,F
649,A J 9 6 2,F
650,A J 9 5 4,F
651,A J 9 5 3,F
652,A J 9 5 2,F
653,A J 9 4 3,F
654,A J 9 4 2,F
655,A J 9 3 2,F
656,A J 8 7 6,F
657,A J 8 7 5,F
658,A J 8 7 4,F
659,A J 8 7 3,F
660,A J 8 7 2,F
661,A J 8 6 5,F
662,A J 8 6 4,F
663,A J 8 6 3,F
664,A J 8 6 2,F
665,A J 8 5 4,F
666,A J 8 5 3,F
667,A J 8 5 2,F
668,A J 8 4 3,F
669,A J 8 4 2,F
670,A J 8 3 2,F
671,A J 7 6 5,F
672,A J 7 6 4,F
673,A J 7 6 3,F
674,A J 7 6 2,F
675,A J 7 5 4,F
676,A J 7 5 3,F
677,A J 7 5 2,F
678,A J 7 4 3,F
679,A J 7 4 2,F
680,A J 7 3 2,F
681,A J 6 5 4,F
682,A J 6 5 3,F
683,A J 6 5 2,F
684,A J 6 4 3,F
685,A J 6 4 2,F
686,A J 6 3 2,F
687,A J 5 4 3,F
688,A J 5 4 2,F
689,A J 5 3 2,F
690,A J 4 3 2,F
691,A T 9 8 7,F
692,A T 9 8 6,F
693,A T 9 8 5,F
694,A T 9 8 4,F
695,A T 9 8 3,F
696,A T 9 8 2,F
697,A T 9 7 6,F
698,A T 9 7 5,F
699,A T 9 7 4,F
700,A T 9 7 3,F
701,A T 9 7 2,F
702,A T 9 6 5,F
703,A T 9 6 4,F
704,A T 9 6 3,F
705,A T 9 6 2,F
706,A T 9 5 4,F
707,A T 9 5 3,F
708,A T 9 5 2,F
709,A T 9 4 3,F
710,A T 9 4 2,F
711,A T 9 3 2,F
712,A T 8 7 6,F
713,A T 8 7 5,F
714,A T 8 7 4,F
715,A T 8 7 3,F
716,A T 8 7 2,F
717,A T 8 6 5,F
718,A T 8 6 4,F
719,A T 8 6 3,F
720,A T 8 6 2,F
721,A T 8 5 4,F
722,A T 8 5 3,F
723,A T 8 5 2,F
724,A T 8 4 3,F
725,A T 8 4 2,F
726,A T 8 3 2,F
727,A T 7 6 5,F
728,A T 7 6 4,F
729,A T 7 6 3,F
730,A T 7 6 2,F
731,A T 7 5 4,F
732,A T 7 5 3,F
733,A T 7 5 2,F
734,A T 7 4 3,F
735,A T 7 4 2,F
736,A T 7 3 2,F
737,A T 6 5 4,F
738,A T 6 5 3,F
739,A T 6 5 2,F
740,A T 6 4 3,F
741,A T 6 4 2,F
742,A T 6 3 2,F
743,A T 5 4 3,F
744,A T 5 4 2,F
745,A T 5 3 2,F
746,A T 4 3 2,F
747,A 9 8 7 6,F
748,A 9 8 7 5,F
749,A 9 8 7 4,F
750,A 9 8 7 3,F
751,A 9 8 7 2,F
752,A 9 8 6 5,F
753,A 9 8 6 4,F
754,A 9 8 6 3,F
755,A 9 8 6 2,F
756,A 9 8 5 4,F
757,A 9 8 5 3,F
758,A 9 8 5 2,F
759,A 9 8 4 3,F
760,A 9 8 4 2,F
761,A 9 8 3 2,F
762,A 9 7 6 5,F
763,A 9 7 6 4,F
764,A 9 7 6 3,F
765,A 9 7 6 2,F
766,A 9 7 5 4,F
767,A 9 7 5 3,F
768,A 9 7 5 2,F
769,A 9 7 4 3,F
770,A 9 7 4 2,F
771,A 9 7 3 2,F
772,A 9 6 5 4,F
773,A 9 6 5 3,F
774,A 9 6 5 2,F
775,A 9 6 4 3,F
776,A 9 6 4 2,F
777,A 9 6 3 2,F
778,A 9 5 4 3,F
779,A 9 5 4 2,F
780,A 9 5 3 2,F
781,A 9 4 3 2,F
782,A 8 7 6 5,F
783,A 8 7 6 4,F
784,A 8 7 6 3,F
785,A 8 7 6 2,F
786,A 8 7 5 4,F
787,A 8 7 5 3,F
788,A 8 7 5 2,F
789,A 8 7 4 3,F
790,A 8 7 4 2,F
791,A 8 7 3 2,F
792,A 8 6 5 4,F
793,A 8 6 5 3,F
794,A 8 6 5 2,F
795,A 8 6 4 3,F
796,A 8 6 4 2,F
797,A 8 6 3 2,F
798,A 8 5 4 3,F
799,A 8 5 4 2,F
800,A 8 5 3 2,F
801,A 8 4 3 2,F
802,A 7 6 5 4,F
803,A 7 6 5 3,F
804,A 7 6 5 2,F
805,A 7 6 4 3,F
806,A 7 6 4 2,F
807,A 7 6 3 2,F
808,A 7 5 4 3,F
809,A 7 5 4 2,F
810,A 7 5 3 2,F
811,A 7 4 3 2,F
812,A 6 5 4 3,F
813,A 6 5 4 2,F
814,A 6 5 3 2,F
815,A 6 4 3 2,F
816,K Q J T 8,F
817,K Q J T 7,F
818,K Q J T 6,F
819,K Q J T 5,F
820,K Q J T 4,F
821,K Q J T 3,F
822,K Q J T 2,F
823,K Q J 9 8,F
824,K Q J 9 7,F
825,K Q J 9 6,F
826,K Q J 9 5,F
827,K Q J 9 4,F
828,K Q J 9 3,F
829,K Q J 9 2,F
830,K Q J 8 7,F
831,K Q J 8 6,F
832,K Q J 8 5,F
833,K Q J 8 4,F
834,K Q J 8 3,F
835,K Q J 8 2,F
836,K Q J 7 6,F
837,K Q J 7 5,F
838,K Q J 7 4,F
839,K Q J 7 3,F
840,K Q J 7 2,F
841,K Q J 6 5,F
842,K Q J 6 4,F
843,K Q J 6 3,F
844,K Q J 6 2,F
845,K Q J 5 4,F
846,K Q J 5 3,F
847,K Q J 5 2,F
848,K Q J 4 3,F
849,K Q J 4 2,F
850,K Q J 3 2,F
851,K Q T 9 8,F
852,K Q T 9 7,F
853,K Q T 9 6,F
854,K Q T 9 5,F
855,K Q T 9 4,F
856,K Q T 9 3,F
857,K Q T 9 2,F
858,K Q T 8 7,F
859,K Q T 8 6,F
860,K Q T 8 5,F
861,K Q T 8 4,F
862,K Q T 8 3,F
863,K Q T 8 2,F
864,K Q T 7 6,F
865,K Q T 7 5,F
866,K Q T 7 4,F
867,K Q T 7 3,F
868,K Q T 7 2,F
869,K Q T 6 5,F
870,K Q T 6 4,F
871,K Q T 6 3,F
872,K Q T 6 2,F
873,K Q T 5 4,F
874,K Q T 5 3,F
875,K Q T 5 2,F
876,K Q T 4 3,F
877,K Q T 4 2,F
878,K Q T 3 2,F
879,K Q 9 8 7,F
880,K Q 9 8 6,F
881,K Q 9 8 5,F
882,K Q 9 8 4,F
883,K Q 9 8 3,F
884,K Q 9 8 2,F
885,K Q 9 7 6,F
886,K Q 9 7 5,F
887,K Q 9 7 4,F
888,K Q 9 7 3,F
889,K Q 9 7 2,F
890,K Q 9 6 5,F
891,K Q 9 6 4,F
892,K Q 9 6 3,F
893,K Q 9 6 2,F
894,K Q 9 5 4,F
895,K Q 9 5 3,F
896,K Q 9 5 2,F
897,K Q 9 4 3,F
898,K Q 9 4 2,F
899,K Q 9 3 2,F
900,K Q 8 7 6,F
901,K Q 8 7 5,F
902,K Q 8 7 4,F
903,K Q 8 7 3,F
904,K Q 8 7 2,F
905,K Q 8 6 5,F
906,K Q 8 6 4,F
907,K Q 8 6 3,F
908,K Q 8 6 2,F
909,K Q 8 5 4,F
910,K Q 8 5 3,F
911,K Q 8 5 2,F
912,K Q 8 4 3,F
913,K Q 8 4 2,F
914,K Q 8 3 2,F
915,K Q 7 6 5,F
916,K Q 7 6 4,F
917,K Q 7 6 3,F
918,K Q 7 6 2,F
919,K Q 7 5 4,F
920,K Q 7 5 3,F
921,K Q 7 5 2,F
922,K Q 7 4 3,F
923,K Q 7 4 2,F
924,K Q 7 3 2,F
925,K Q 6 5 4,F
926,K Q 6 5 3,F
927,K Q 6 5 2,F
928,K Q 6 4 3,F
929,K Q 6 4 2,F
930,K Q 6 3 2,F
931,K Q 5 4 3,F
932,K Q 5 4 2,F
933,K Q 5 3 2,F
934,K Q 4 3 2,F
935,K J T 9 8,F
936,K J T 9 7,F
937,K J T 9 6,F
938,K J T 9 5,F
939,K J T 9 4,F
940,K J T 9 3,F
941,K J T 9 2,F
942,K J T 8 7,F
943,K J T 8 6,F
944,K J T 8 5,F
945,K J T 8 4,F
946,K J T 8 3,F
947,K J T 8 2,F
948,K J T 7 6,F
949,K J T 7 5,F
950,K J T 7 4,F
951,K J T 7 3,F
952,K J T 7 2,F
953,K J T 6 5,F
954,K J T 6 4,F
955,K J T 6 3,F
956,K J T 6 2,F
957,K J T 5 4,F
958,K J T 5 3,F
959,K J T 5 2,F
960,K J T 4 3,F
961,K J T 4 2,F
962,K J T 3 2,F
963,K J 9 8 7,F
964,K J 9 8 6,F
965,K J 9 8 5,F
966,K J 9 8 4,F
967,K J 9 8 3,F
968,K J 9 8 2,F
969,K J 9 7 6,F
970,K J 9 7 5,F
971,K J 9 7 4,F
972,K J 9 7 3,F
973,K J 9 7 2,F
974,K J 9 6 5,F
975,K J 9 6 4,F
976,K J 9 6 3,F
977,K J 9 6 2,F
978,K J 9 5 4,F
979,K J 9 5 3,F
980,K J 9 5 2,F
981,K J 9 4 3,F
982,K J 9 4 2,F
983,K J 9 3 2,F
984,K J 8 7 6,F
985,K J 8 7 5,F
986,K J 8 7 4,F
987,K J 8 7 3,F
988,K J 8 7 2,F
989,K J 8 6 5,F
990,K J 8 6 4,F
991,K J 8 6 3,F
992,K J 8 6 2,F
993,K J 8 5 4,F
994,K J 8 5 3,F
995,K J 8 5 2,F
996,K J 8 4 3,F
997,K J 8 4 2,F
998,K J 8 3 2,F
999,K J 7 6 5,F
1000,K J 7 6 4,F
1001,K J 7 6 3,F
1002,K J 7 6 2,F
1003,K J 7 5 4,F
1004,K J 7 5 3,F
1005,K J 7 5 2,F
1006,K J 7 4 3,F
1007,K J 7 4 2,F
1008,K J 7 3 2,F
1009,K J 6 5 4,F
1010,K J 6 5 3,F
1011,K J 6 5 2,F
1012,K J 6 4 3,F
1013,K J 6 4 2,F
1014,K J 6 3 2,F
1015,K J 5 4 3,F
1016,K J 5 4 2,F
1017,K J 5 3 2,F
1018,K J 4 3 2,F
1019,K T 9 8 7,F
1020,K T 9 8 6,F
1021,K T 9 8 5,F
1022,K T 9 8 4,F
1023,K T 9 8 3,F
1024,K T 9 8 2,F
1025,K T 9 7 6,F
1026,K T 9 7 5,F
1027,K T 9 7 4,F
1028,K T 9 7 3,F
1029,K T 9 7 2,F
1030,K T 9 6 5,F
1031,K T 9 6 4,F
1032,K T 9 6 3,F
1033,K T 9 6 2,F
1034,K T 9 5 4,F
1035,K T 9 5 3,F
1036,K T 9 5 2,F
1037,K T 9 4 3,F
1038,K T 9 4 2,F
1039,K T 9 3 2,F
1040,K T 8 7 6,F
1041,K T 8 7 5,F
1042,K T 8 7 4,F
1043,K T 8 7 3,F
1044,K T 8 7 2,F
